tractid,vote_by_tract
06075026402,123951.112400942
06075026403,97649.772558878
06075026404,62600.570472816
06075030101,263559.145479623
06075030102,273371.08981142
06075030201,211196.43207679
06075030202,246786.70126220002
06075030301,324730.301406264
06075030302,193739.50563306
06075030400,285289.685007865
06075030500,141781.710206825
06075030600,138552.289247526
06075030700,403713.369869378
06075030800,335300.872338013
06075030900,369567.707915989
06075031000,199993.810124732
06075031100,323518.120057182
06075031201,205158.56622082
06075031202,113489.064310639
06075031301,166856.351122182
06075031302,198813.660872452
06075031400,211829.142328968
06075032601,225099.03992356
06075032602,188339.155842908
06075032700,292735.733271827
06075032801,163572.304516835
06075032802,168587.673129235
06075032901,207512.475003184
06075032902,155246.406144687
06075033000,365369.639256143
06075033100,189991.587111577
06075033201,84064.67273176
06075033203,121975.392091689
06075033204,124253.646377934
06075035100,338202.377148838
06075035201,248918.580592482
06075035202,194273.791599374
06075035300,290668.761771435
06075035400,298036.488824733
06075040100,224802.28455176798
06075040200,265110.673613709
06075042601,174805.223576466
06075042602,161921.465817211
06075042700,230179.743114351
06075042800,151250.193633002
06075045100,232339.057303833
06075045200,334692.307680703
06075047600,263211.574056995
06075047701,191082.791075919
06075047702,177482.963683941
06075047801,184634.800926953
06075047802,166579.27551133
06075047901,296014.367803412
06075047902,172022.893137536
06075060100,137093.71761715
06075060400,70267.888692782
06075060502,52938.041062763
06075060700,397413.184036556
06075061000,139681.989896672
06075061100,76416.034621275
06075061200,109109.157476827
06075061400,257575.157790226
06075061500,621063.065676551
06075980200,6686.640352986
06075980300,4502.55090997
06075980501,9208.81226047
06075980600,17360.672268288
06075980900,24449.732894335
06081600100,239684.64455095
06081600200,103104.347813482
06081600300,136968.999665358
06081600401,93349.397589571
06081600402,106743.207827917
06081600500,211338.953853682
06081600600,131121.39116379
06081600700,159179.48322139902
06081600800,113583.021719168
06081600900,147299.999987625
06081601000,237899.999978252
06081601100,188455.82297651
06081601200,199135.329318853
06081601300,199176.034750841
06081601400,197552.755485345
06081601501,149810.10197008
06081601502,94501.459346816
06081601601,78124.176614775
06081601603,175422.212285516
06081601604,79929.207192392
06081601605,204855.693047169
06081601700,174975.376208348
06081601800,250618.984602109
06081601901,148399.999988382
06081601902,173735.363093311
06081602000,287359.513747272
06081602100,69814.996794576
06081602200,173089.006896915
06081602300,119896.415189251
06081602400,283816.923043223
06081602500,184203.848178708
06081602600,266557.207978155
06081602700,216022.165280036
06081602800,166415.930306742
06081602900,169900.581754954
06081603000,223248.510421059
06081603100,201336.74366349
06081603200,204199.842189372
06081603300,368946.356444912
06081603400,309131.676683165
06081603700,236702.968378778
06081603801,76099.999999239
06081603802,241699.999982339
06081603900,224701.007900657
06081604000,153906.578062628
06081604101,180276.934725613
06081604102,96923.065246276
06081604200,102539.908768193
06081604400,151124.273579542
06081604500,162482.604577586
06081604600,125679.777682363
06081604700,139902.599217438
06081604800,204495.255738065
06081604900,139935.77652625
06081605000,348449.593183171
06081605100,140584.94933308
06081605200,192922.533327042
06081605300,229414.509249893
06081605400,251570.228976752
06081605500,229385.156729516
06081605600,304252.031407894
06081605700,287392.764861357
06081605800,144870.588221112
06081605900,212099.999991617
06081606000,152729.770984232
06081606100,146233.36069827
06081606200,177111.497873109
06081606300,161228.319674668
06081606400,241825.223602346
06081606500,215569.763743999
06081606600,162387.80995758
06081606700,138062.967275737
06081606800,178059.521708327
06081606900,138801.980185904
06081607000,171060.353480742
06081607100,160020.540380481
06081607200,132489.42151739702
06081607300,202300.28854523101
06081607400,202317.264856256
06081607500,205008.14469135
06081607600,159946.45667434
06081607701,116255.141378864
06081607702,100162.36161464
06081607800,123666.566047556
06081607900,138699.999995839
06081608001,108248.86124992999
06081608002,163951.456894486
06081608004,248599.999989412
06081608013,167362.980792286
06081608023,120149.812642662
06081608100,138579.262463224
06081608200,154890.579875225
06081608300,137230.157626422
06081608400,143265.29810526
06081608501,207421.22326952
06081608502,105515.30022019
06081608600,156531.886478247
06081608700,350349.078211817
06081608800,325381.958013352
06081608900,294595.135964886
06081609000,131035.182987977
06081609100,72272.093015877
06081609201,198866.30005716
06081609202,180142.360147112
06081609300,194475.409032875
06081609400,194241.76267259
06081609500,275647.281625626
06081609601,163250.499814896
06081609602,98743.901905482
06081609603,320237.348603615
06081609700,264974.49083071697
06081609800,249583.933697016
06081609900,180836.048659338
06081610000,227289.528689143
06081610100,91133.799524843
06081610201,102652.17712099799
06081610202,136472.332719961
06081610203,44453.888080175
06081610302,103727.906976253
06081610303,340737.006221144
06081610304,188542.97043674
06081610400,141099.999989195
06081610500,101634.218739134
06081610601,91317.67954716
06081610602,147479.513639507
06081610700,188232.381783451
06081610800,88351.886946926
06081610900,204442.908466581
06081611000,252408.551036654
06081611100,342400.392669122
06081611200,156888.728692757
06081611300,258809.984279761
06081611400,225690.428548892
06081611500,153774.99997169
06081611600,125970.68318356501
06081611700,165318.46471278698
06081611800,102865.796870212
06081611900,245657.526069106
06081612000,134023.05008314
06081612100,140660.486882715
06081612500,209979.32691238602
06081612600,202588.787991978
06081612700,137545.619744496
06081612800,189391.268876323
06081612900,245831.346500516
06081613000,154035.205428135
06081613200,442866.705794024
06081613300,166717.275868299
06081613400,194750.057288349
06081613501,204245.304514102
06081613502,343561.822727419
06081613600,318805.489850891
06081613700,427813.927225792
06081613800,177328.719290756
06081613900,275715.25971852
06081614000,225351.43930771
06085500100,194822.892800775
06085500200,165394.917884934
06085500300,146274.839463324
06085500400,109568.22112079
06085500500,268989.055919481
06085500600,220696.79146661
06085500800,158213.813833214
06085500901,103150.24148340599
06085500902,61186.493725347005
06085501000,146334.163993738
06085501101,136696.888472544
06085501102,147894.418186624
06085501200,116929.211503135
06085501300,146108.477709557
06085501401,53691.361941993004
06085501402,59183.886550408
06085501501,73447.832077661
06085501502,67327.334315611
06085501600,187184.737707012
06085501700,88913.180304799
06085501800,186777.684202342
06085501900,184081.252244964
06085502001,157674.022097905
06085502002,115761.122386213
06085502101,202036.575183673
06085502102,176337.337590487
06085502201,201809.116183441
06085502202,131315.471348877
06085502301,163061.095766918
06085502302,119623.466720311
06085502400,372319.68678626
06085502500,340644.108321434
06085502601,151710.626546022
06085502603,140551.246191559
06085502604,163949.030632964
06085502701,192899.769946873
06085502702,330186.465907384
06085502800,173935.72577586
06085502901,251974.203720547
06085502902,372740.474173331
06085502903,278508.070848287
06085502906,199601.801530859
06085502907,182521.146078265
06085502908,266726.01066712
06085502909,186349.882252134
06085502910,122405.308867486
06085503001,228724.34105546
06085503002,162907.181948786
06085503003,232116.054350192
06085503105,63195.676272335004
06085503108,230131.845828183
06085503110,58139.773031883
06085503111,109275.56116204
06085503112,96922.36383836
06085503113,91669.944643413
06085503115,198756.739118276
06085503116,155199.999994377
06085503117,52459.882668942
06085503118,78150.761733256
06085503121,104040.471616194
06085503122,81558.345106124
06085503123,89486.666692487
06085503204,184299.99998702802
06085503207,132399.99999455
06085503208,104003.3976754
06085503210,101099.999993426
06085503211,140545.418590279
06085503212,128177.566701428
06085503213,107954.09802382
06085503214,195463.795818322
06085503217,81576.430199341
06085503218,74832.083496154
06085503304,147209.06600905198
06085503305,142190.802910592
06085503306,89026.15848635
06085503312,130221.866494744
06085503313,182459.286425691
06085503315,191983.949320293
06085503321,140099.999992184
06085503322,133803.213065423
06085503323,161833.067449116
06085503324,116502.09727945
06085503325,146087.29225351
06085503326,214298.546972147
06085503327,181557.24060971
06085503329,126569.786646796
06085503330,263436.593251752
06085503331,165859.387756439
06085503332,369380.83045122
06085503333,144420.522606463
06085503334,312055.673906198
06085503336,94863.773528445
06085503337,102200.131056311
06085503401,107379.70465017
06085503402,77920.295332062
06085503504,121708.382658868
06085503506,117831.147676909
06085503507,37791.532622418
06085503508,120580.88214723
06085503509,100120.155732965
06085503510,103439.664485111
06085503511,89077.5440068
06085503601,54488.752744539
06085503602,86275.40452121099
06085503703,62540.229978054
06085503707,96955.051142985
06085503708,84679.016676872
06085503709,110749.54954636
06085503710,66614.630751075
06085503711,75221.251113305
06085503712,69182.101008706
06085503713,57914.328154669
06085503802,247617.613071026
06085503803,126823.973595328
06085503804,136784.921347549
06085503902,123435.036817239
06085503903,79596.075328803
06085504001,107960.805765124
06085504002,106641.081159843
06085504101,112455.820370695
06085504102,118030.508825867
06085504201,235378.963667644
06085504202,190122.908785596
06085504307,170008.398398026
06085504308,187802.715236007
06085504311,229325.46031372
06085504314,160622.04127762
06085504315,209657.670155486
06085504316,139972.198419877
06085504317,135597.702818533
06085504318,76571.042908324
06085504319,215619.598565556
06085504320,98668.809238071
06085504321,150700.389832689
06085504322,92955.25166376
06085504323,136060.678911714
06085504410,119662.413888286
06085504411,168383.999982178
06085504412,150855.213970126
06085504413,60363.531815668
06085504414,186753.055844396
06085504415,182588.662115741
06085504416,120146.571021595
06085504417,15306.335567758
06085504418,112378.388456625
06085504420,160358.849532632
06085504421,175344.97550005
06085504422,104049.238302624
06085504423,80601.433775968
06085504504,128183.574568028
06085504505,167624.448286732
06085504506,137057.26874295698
06085504507,180396.526971654
06085504601,40189.200798176
06085504602,123392.399238613
06085504700,9434.216093781
06085504802,152899.999992895
06085504803,170603.960381968
06085504805,209810.332606834
06085504806,80647.526916506
06085504901,194094.256219835
06085505001,232504.582805092
06085505006,180855.961584561
06085505007,109799.99999137799
06085505008,148026.75401253
06085505009,149336.866200774
06085505100,117196.34145397
06085505202,146092.865688344
06085505203,114255.525593478
06085505301,150578.204564441
06085505302,166582.152953184
06085505303,150855.778046699
06085505304,132623.910719259
06085505305,182892.809954313
06085505401,144078.947360837
06085505402,108042.122992024
06085505403,190777.213928162
06085505500,158140.07597118
06085505600,103904.383547
06085505700,188210.727614828
06085505800,186568.258828521
06085505900,259574.381232779
06085506000,189415.62757922302
06085506101,208668.062847234
06085506102,166156.091606338
06085506103,172219.102021689
06085506202,267105.858598006
06085506203,107836.928928241
06085506204,203463.071047503
06085506301,155964.014447825
06085506302,220343.681855707
06085506304,106283.608285692
06085506305,158222.366545936
06085506401,159026.654410458
06085506402,187013.61457757
06085506501,158899.652229998
06085506502,180868.002456657
06085506503,226732.074576062
06085506601,156189.37964664
06085506603,187366.814220504
06085506604,301428.437947662
06085506605,141916.788944983
06085506606,156340.999487241
06085506701,167636.571218339
06085506702,215596.452586417
06085506703,149374.594703397
06085506801,291496.728843299
06085506802,226332.056259756
06085506803,270152.72001432
06085506804,175177.364833166
06085506900,386870.601132341
06085507001,371750.419214445
06085507002,184392.147322989
06085507100,141162.322456683
06085507203,120581.821835486
06085507205,256202.710546994
06085507206,158586.595649527
06085507301,352832.759357775
06085507302,148200.448475884
06085507401,294440.619662024
06085507402,197099.168679655
06085507500,308473.341024831
06085507600,305064.529696456
06085507701,172038.610726437
06085507702,305545.227323571
06085507703,333138.036787783
06085507805,161463.567339432
06085507806,137490.658841173
06085507807,121474.757140032
06085507808,233557.302210247
06085507903,242338.48320319699
06085507904,133036.963963775
06085507905,172535.964438451
06085507906,178718.846372163
06085508001,277695.321815851
06085508003,67351.333136128
06085508004,190206.102345923
06085508101,228055.08027097
06085508102,90046.045801777
06085508202,270563.302710265
06085508203,212501.234376032
06085508204,139962.064634645
06085508301,212999.999985456
06085508303,136714.12823352
06085508304,207376.19698744
06085508401,260299.999965805
06085508403,131713.067158912
06085508404,245757.72630914
06085508503,145959.979273066
06085508504,144958.295922272
06085508505,155719.894078996
06085508507,53092.287230813
06085508508,137468.677582961
06085508601,143879.832613828
06085508602,161464.275233435
06085508703,204596.046836922
06085508704,166066.508016091
06085508800,74979.991846227
06085508900,114697.744347143
06085509000,199315.755730276
06085509102,124383.478254304
06085509105,237551.841478607
06085509106,120188.587435374
06085509107,81531.57991178399
06085509108,146516.599309333
06085509109,191502.342864218
06085509201,163636.335565325
06085509202,172030.639100594
06085509302,144942.503545739
06085509303,126449.629538775
06085509304,107894.056821819
06085509401,98999.999999247
06085509403,92040.93086596401
06085509404,165059.069118813
06085509500,168067.766471777
06085509600,138858.919973865
06085509700,148123.147886352
06085509801,258925.103031708
06085509802,127463.667543497
06085509901,113130.439609466
06085509902,251525.868921459
06085510001,353507.475994996
06085510002,204358.568883992
06085510100,175921.79917532898
06085510200,248412.713536192
06085510300,238062.394606325
06085510400,184499.999987801
06085510500,275924.696779124
06085510600,279569.191459847
06085510700,200640.839882728
06085510801,293099.999978938
06085510802,99313.076913556
06085510803,137526.941907316
06085510900,240473.058047704
06085511000,287939.86173323303
06085511100,301021.694350123
06085511200,271278.305576749
06085511301,189274.783453537
06085511302,183860.036622002
06085511400,200099.999967396
06085511500,384303.293804979
06085511608,14434.095078132
06085511609,115565.17985048999
06085511701,240255.640486419
06085511702,163356.792304578
06085511704,278392.086784078
06085511705,48385.486836201
06085511707,184098.390150478
06085511800,220572.02424876
06085511905,143479.481586937
06085511907,185969.453020496
06085511909,403405.658694622
06085511910,158330.889153998
06085511911,232709.130839481
06085511912,241188.042354362
06085511913,219837.855258334
06085511914,279878.109093041
06085511915,83877.797579757
06085511916,162470.875814153
06085512001,254141.29138475002
06085512005,289263.689852889
06085512017,201854.313215077
06085512019,162601.067155163
06085512020,162228.34723484
06085512021,229354.876418383
06085512022,151420.282669103
06085512023,130811.562443424
06085512024,164111.254516188
06085512025,141969.044926096
06085512026,137511.724546274
06085512027,153238.015484733
06085512029,262496.106385887
06085512030,135108.17517142
06085512031,183246.469031941
06085512032,127723.12729837
06085512033,409715.202581527
06085512034,134020.892025692
06085512035,169579.107961272
06085512036,95265.563682953
06085512037,124491.824809248
06085512038,75956.061628273
06085512039,136816.085095733
06085512042,74929.255636199
06085512043,119167.433224995
06085512045,252089.006679996
06085512047,227304.568719731
06085512052,141441.641850878
06085512053,165961.915123167
06085512100,49912.746775706
06085512200,202392.46328104
06085512305,227906.245271601
06085512307,321801.870480447
06085512308,379945.047124839
06085512309,246473.107253956
06085512310,139908.412752063
06085512311,138499.032216901
06085512312,146566.161674546
06085512313,101675.18795597099
06085512314,221653.183766185
06085512401,177365.471297123
06085512402,193692.422087858
06085512503,452901.388146224
06085512505,204149.457366351
06085512506,161651.31794635102
06085512508,260117.656808278
06085512509,183648.190624106
06085512510,267907.672891441
06085512602,92919.575855793
06085512603,54801.880160311
06085512604,85351.94904036
06085513000,146008.149771797
06085513500,32090.465918794
06095250103,157229.91562287
06095250104,119016.821454123
06095250105,239790.279416297
06095250106,182741.741365388
06095250200,123185.18388896399
06095250300,98363.286022877
06095250400,104261.478928427
06095250501,70268.972880574
06095250502,134078.934788366
06095250601,134732.194452662
06095250604,156649.17406673
06095250605,179531.342782533
06095250701,63381.504495531
06095250801,125095.997881954
06095250900,78380.984018082
06095251000,78664.392937051
06095251100,67230.830016077
06095251200,85623.408982153
06095251300,143075.590525174
06095251400,188386.551995542
06095251500,97546.583078908
06095251600,70360.122630434
06095251701,122757.206148513
06095251702,73751.447640144
06095251802,70023.297073667
06095251803,121149.845346082
06095251804,97867.124288259
06095251901,134348.201168228
06095251902,149483.030264023
06095251903,156999.99996075
06095252000,240041.17737322501
06095252102,187863.933681859
06095252103,165240.263044095
06095252104,300141.536023838
06095252105,171681.325497661
06095252106,204729.715788434
06095252107,169044.808584415
06095252108,164160.254721338
06095252201,419105.938326108
06095252202,434940.110155573
06095252305,217299.839765934
06095252306,174264.332410887
06095252310,172729.69241991
06095252311,206394.336932164
06095252312,100765.882555287
06095252313,242250.314362801
06095252314,129080.364987621
06095252315,169246.25156138
06095252316,118733.858414651
06095252317,303903.23272277403
06095252401,98965.95896621
06095252402,116208.928563788
06095252501,54595.359264838
06095252502,35020.309337119
06095252604,75200.536312535
06095252605,98471.21262843
06095252606,97431.025573717
06095252607,57699.999994807
06095252608,80075.8511328
06095252610,97614.356971468
06095252611,73072.573246908
06095252702,234745.48046607702
06095252703,119685.201410362
06095252704,133353.879823185
06095252705,200572.821671136
06095252706,126714.65898106
06095252707,142670.496791311
06095252801,20805.67154336
06095252802,2469.64891248
06095252903,255478.715072721
06095252904,269602.141678004
06095252908,114896.236295688
06095252909,140158.82936552
06095252910,213321.408186185
06095252911,253606.541119022
06095252912,267419.420988797
06095252913,192822.11177956
06095252914,248258.821224501
06095252915,165932.087820012
06095253101,209114.207499494
06095253105,131138.182472726
06095253106,93599.99999532
06095253107,177939.597293732
06095253108,137392.314166688
06095253201,267205.892991189
06095253203,141511.205532093
06095253204,232727.638232461
06095253205,106695.253065926
06095253206,127189.31532645601
06095253300,102284.103246515
06095253402,235477.054166197
06095253403,209142.108426071
06095253404,226259.49891935
06095253500,533588.727055803
06095980000,272
06097150100,126701.091799688
06097150202,273408.583729112
06097150203,241936.439580607
06097150204,200852.537739086
06097150303,273939.632467806
06097150304,236602.652474698
06097150305,157663.611633795
06097150306,147383.450249
06097150500,239799.784268839
06097150601,186366.044717425
06097150602,206525.37708071
06097150603,313730.060328885
06097150607,271551.334981258
06097150609,212226.839423675
06097150610,194941.58994270102
06097150611,185590.554554595
06097150612,202110.36491431
06097150701,256970.085063148
06097150702,288086.343038162
06097150800,276453.259172125
06097150901,202023.638598557
06097150902,198680.003178357
06097151000,184501.692602427
06097151100,226308.34370312802
06097151201,277973.050677061
06097151203,243485.888985271
06097151204,157679.426616763
06097151301,144980.496310778
06097151305,155536.351945522
06097151306,140932.835631549
06097151307,232170.624601303
06097151308,226889.154986869
06097151309,291847.582227806
06097151310,173076.730345945
06097151311,249288.017242283
06097151401,223685.797375686
06097151402,214232.943428873
06097151502,327256.147218202
06097151503,230107.061409664
06097151504,202235.719023107
06097151601,220386.47923213
06097151602,260163.181482024
06097151700,330809.790713221
06097151800,268132.204290488
06097151900,114740.580212138
06097152000,83566.051506891
06097152100,105557.38504847999
06097152201,185490.535514213
06097152202,304810.020369791
06097152203,170811.841724731
06097152300,266912.467840402
06097152400,461985.309372019
06097152501,198876.669972007
06097152502,162219.248568799
06097152600,457721.777708446
06097152701,236774.513114728
06097152702,176011.671985825
06097152801,160289.06717418
06097152802,173572.557578442
06097152903,118930.53269296601
06097152904,234654.031719838
06097152905,164205.09044495499
06097152906,240985.274161824
06097153001,194518.862740796
06097153002,180946.907833988
06097153003,156132.319666258
06097153005,322314.157616186
06097153006,286761.150203394
06097153102,92453.718070411
06097153103,111537.191543015
06097153104,76411.035674446
06097153200,195491.184383788
06097153300,330412.066740799
06097153401,345917.921098927
06097153403,231074.169536794
06097153404,252807.90924539798
06097153501,260339.243234095
06097153502,233625.97410582402
06097153600,303942.407848128
06097153703,184880.884477439
06097153704,186581.872143476
06097153705,198277.188396124
06097153706,249507.632208954
06097153801,372201.345272344
06097153804,145239.77373523999
06097153806,135702.968748832
06097153807,197613.805088266
06097153808,201572.315352834
06097153809,194329.07666133
06097153901,254919.672984426
06097153902,165492.019272915
06097153903,210833.83032535
06097154000,154785.341039353
06097154100,174835.95746455799
06097154201,148158.017646888
06097154202,267698.57957491
06097154302,253134.262751406
06097154303,98158.823517839
06097154304,124752.984866618
